author,comment
@Romikurniawan11,gua ponakan Erickolim
@MCZidan3,MUNGKUNG JEBOG
@WeabooAbnormal,Udh ga bikin konten albion kah bang?
@PpPp-bi1os,Jaya³
@mynameiserickolim,"Hati2 sixnine di ambil alih sama tuh orang rickk,,,dia ada mau nya tuhhh, hati2 aja"
@urayderpi3036,GEGE
@aryriswansaputra99,@PACELORENS
@shzzue,mungkung jebog awutis
@rojal3145,Adek sepesial 🥰🥰
@SandiPangestu-k7k,Gille ye ventrra
@AfkarYesYes,4:33 sop sopan wkkw
@PdotKeepClickin,#KELASRIK
@wesleysianipar4113,Mukcurrr
@hamjahramdani,Mukcurr
@Diksx,mungkung x jack gawne
@farkhannnn,ini nih
@wissnuuu,jaya jaya jaya💛🔥🔥🔥🔥
@Berlands69,JAYA JAYA JAYA
@ekselgaming9262,Live sama mungkung bg erikolim
@ekselgaming9262,Live lah
@garzer6953,MUNGKUNG JEBOGG
@jxxvvxxk-g8r,MSF JAYA JAYA JAYA
@PeldozRr-v8c,4 hari gak masuk boss gegara berat
@ekselgaming9262,Anjaii
@Sisigelapbaim,Kok miring dagu nya
@GYRAGADOUS,SIXNINE INDONESIA SOLID SOLID SOLID
@Deltt999,jadi musisi di gta rp bisa gak king ? (bertanya dengan nada yang serius) karna sepertinya seru 😁
@Online361-p2j,Mungkung lagi emot liat video ini gua yakinn😂😂😂
@GYRAGADOUS,Hoooo
@soutac4534,Ditunggu kotanya menjadi ga berat 🙏
@aldirukmana8041,6:50 jarwo banget tuh bwahahahahayyy
@Xjkeeej21CMSF,"Kesayang abang ericolim ini mah,adek vntr sayang,nice bang makasih udh suport ventra"
@dndeey,SLEBEW NGENTOD GAMING
@ERICKOLIMREAL,SIXNINE JAYA JAYA JAYA 🔥🔥
@ItsXean,#KELASRIK
@VanYT1204,mungkung kmna ae lu kungg
@emilryansyahputra8579,Live bujang
@celzzanakbaik,ini dia
@pemasacuuu,Og gua tuh
@sdiardj,w
@22yupfan,LIVE PLS ERIK GANTENG. lu main sendiri ters dah
@ahmadhusaeni9440,Lord kami😅
@airilasman6307,Gg
@VvazoLsky,😮
@AufaCol_kacol,anjay dagu miring menjadi adek Ericko lim😱
@danuargabriel7524,anjay teddy lonjong
@Dappskuyyy,WKWKWKWKW
@rxrzxz,🎉
@muhammadilhammwjy6071,LIVE LA BANG
@CieLizen666,KAPAN LIVE WOIII
@aryriswansaputra99,msf udah rekrut pace laoren jga bos 😂
@sansz6063,Empal gentong
@Rejagaming11,😂😂😂😂😂😂
@rennn_791,anjayy
@FahmiPranata-he4rg,Mungkung gk mau jujur dia dewa
@nas_epen0412,Pin Aku Soapking
@mengsus209,Anjay si miring nempel ke youtuber legend keren bat cok 😎😎😎
@Xjkeeej21CMSF,Abang gabteng mukcur nihh
@adrianreindraprayoga3414,bangga gw sama mungkung
@bfckgpp6832,GG MUKCUR
@Xjkeeej21CMSF,Pertama abang erikolim
@elkogamingslebew,woila
@krisnadwi6318,Kedua
@acinncaii7209,anjay penyok
@crayeoncra,ini dia
@jokowibugil,uhuyy
@twoonearraafi,dagu miring
@excelzev,kedua nihh
@adisaputra4866,Pertama
@Nandayonimaa,Miring
@acinncaii7209,anjay lonjong
@arlanbull903,Gua dluan yaaaa
@RakoGt,Anjay ada mungkung di thumbnail
@FeryawandzakiFery,𝙥𝙚𝙧𝙩𝙖𝙢𝙖
@Madhumblezee,Pertama bg rik🎉
@MasFxz,anjay
@muhammadfirly8243,"baru 12 jam udah trending 1, menyala bang densu"
@dianasui984,"Sampe bisa main bareng kakek Reyes 🥺
Lah gua yg dari awal tahun 2024 udh kebelet pengen belajar main billiard, jangankan sodok bola, nyentuh meja/bola billiard pun belum kesampaian sampai sekarang 😭😭😭
*efek ortu memandang billiard itu hal yang negatif, padahal billiard adalah olahraga melatih fokus 😓"
@ivanvlogvibes8106,Gokiiillll
@nazilussuhada8465,17:39 naikan gaji editor
@dasrimuhammadnur1116,"Gayanya tetap sederhana, respect Evren reyes"
@siolli1232,oke
@brrefootball,naikkan gaji ediitor
@frl.ramadhan9972,"ini baru namanya rispek,ga pelit ilmu😊"
@reniseptianti2088,Main Ama nuyyy seru kali bang kuy
@NandaSalma-n2o,3:29 haahhh ketawanya itu lo 😂😂
@gt-gamingx853,Suara valorant cuy😳😳
@7Cronaldo-y8z,Buang buang energi Mbah epan Reyes aja loe bang
@eigun9129,Terlihat bagaimana Orang Tua membahagiakan anaknya
@abang1910,Ngeri tricky cho🎉🎉🎉
@amatirclub1549,he
@dinantykartikasari239,Berisik bgt rambut merah wkwk ganggu
@putrisauqina-w1y,Level update.. keren😂
@rahmadhidayat1916,Nuy Vs Cici Biliard
@indraprakoso1818,"konten lu seru bang, tapi mak lampir lu tolong di control dong bang. asli ketawanya annoying."
@Zhankkk-h1v,Belagu banget anying😂😂
@CarolineWoschitz,"Love u Po EBR proud Pinoy a hero , the great legend altitude ever kaya Kahit langit kampi may magical ang mga laro :) salut a hero"
@aditiarismantoro3657,"cewek itu siapa sih?
ganggu banget ketawanya"
@VanoSaputra-r9s,"Puas gua bang nonton nya , penuh dengan hiburan , Lo terlalu keren bang untuk buat orang tersenyum 😊👍👍👍👍👍👍"
@abidoank991,"Yah, pasal ada Efren reyes NUY ga di ajak...."
@mulangtiyuhprinting3427,OMG
@muhammadmusic2327,Moment of truth justru pas efren ngasih arahan buat nyodok bola ke arah mana.
@hobimbolang008,Banyak yg ingin main bareng beliau.. Mantaap bang densu
@muhammadarzai1679,Pertemukan efren dengan coach alwyy
@fikrishar8608,My idol❤❤❤
@expiimages5070,ASLI NGAAAKAK 😂😂😂
@Genset-xl7ug,𝗕𝗔𝗣𝗘𝗥𝗦𝗟𝗢𝗧 Memang Yang Terbaik dan Terpercaya !
@1ll4na21,Kalian jgn gitu itu kakek sy
@AntingWulanKuliner,Master efren reyes ❤👍👍
@SADIDSADIS,Itu aki” nurut amat dah😂
@phantoma3s643,Faktor usia juga sih sekarang si efren
@DominicToretto-ey6uo,"boleh tahu ,,ini master billiard asli dari negara mana ssih"
@gilangaliawan29,Kok bisa si abah reyes ada di indonesia ya.. ini gmana critanya bro.? 😁
@Audrey4u,"living legend, GOAT mbah efren reyes"
@Fao,"Mantaaaap, bisa belajar billiard langsung dari The Magician - Efren Reyes ibarat diajarin boxing ama Mohammad Ali / Mike Tyson"
@Rizki_Satria...,"Sianying tetap aja sombong ya, bukan mendarah daging lagi ini mah bang, udah sampe ke sumsum tulang malah...
Untung pak tua itu juga bisa becanda, coba kalo tersinggungan, diperkosa 3 ronde sambil berdiri pasti tuh hahaha"
@dwijoko9895,"NAIKIN GAJII EDITOORRRR... WOYYT

EDITAN BOLA MASUK REYES MANTULLL 🔥🔥👍👍👍 😂😂😂 BISA MENTAL MENTUL"
@sastroengine2498,Itu yang nyanyi apateye ngu ni ni na apteyo ngut ngut ngut itu yaa?.
@VanyaBelia,brisik cewe yang nyablak sok asik
@andikaizar61,Pengen wawancaranya dong den gimna awal dia sampai segokil itu
@dianmayasari6607,EFREN REYES sodokannya yang sangat humble 🙌🙌
@basongwerwer3338,Mentalnya disenggol terus ama si songong 😅
@PenghuniSyurga-y5t,Wajah Nya Mengingat Ku Kepada Profesor Albert Einstein
@gvl_09,"Om efren reyes mirip Fico 😎
Ternyata Fico orang filipin aslinya 🤣🤣"
@arassec0_0,editor mahall
@medisano2385,"Gue di tipu ya 😄😄😄😄😄😄😄
Ngakak bgt pas bang densu bilang gitu
Itu usia sepuh aja master gitu
Ga kebayang masa prime nya
Gimana coba cara latihan itu bukan hasil latihan tapi imajinasinya efren reyes beneran di luar nalar"
@baimvmn7568,Densu candaannya tolong lebih sopan sama Legend  Efran Bata Reyes
@baimvmn7568,"Om Densu, itu Living  Legend , juara dunia.. tolong jokes nya jangan kelewatan"
@Bontotdewe863,15:17 ya ampun girang banget abah 😃
@DI.N.DI.Multimedia,jangan terlalu banyak afek dong editor
@rissaelvira915,Piaa luhhh suaranya gak bisa di bendungg piaaaa
@gatotofficial4189,Bang adu billiard bareng arief muhammad bang ga sabar di respon wkwiwiwk😂
@yiarianto9614,Kenapa tidak di undang di podcast bang
@dimasaw,Dipanggil Abah udah paling kochaaak 😂😂😂
@ogick_andria,Gue All in DenSu🎉🎉🎉
@artroom5192,Densus vs old pinoy
@robinchan-p9s,"8 ball pool Players, ngumpul disini pasti. Wkwkwkw"
@narrarohith5262,sombong bangett untung mancingnya di 【H】【o】【k】【i】【7】【7】【7】
@yuvrajgamer93-e5o,"ikan sapu sapu makan kail, 【H】【o】【k】【i】【7】【7】【7】 gapernah salah !!"
@KrunalsinhParmar-ee7ps,ikan patin ikan sapu sapu 𝒉𝒐𝒌𝒊777 dijamin paling jitu
@Amaan_789,stock di lapak 【H】【o】【k】【i】【7】【7】【7】 juga buwanyak sekali bangg
@Biswajit.1kofficiall,sombong bangett untung mancingnya di 【H】【o】【k】【i】【7】【7】【7】
@MdSaif-gy2lp,"ikan sapu sapu makan kail, 【H】【o】【k】【i】【7】【7】【7】 gapernah salah !!"
@Nitingurjar-v,"gak kerasa bentar lagi hari raya , jadi jangan lupa juga untuk coba 𝒉𝒐𝒌𝒊777"
@ramluaailwar8493,Semangat terus mang ngontennyaa jangan lupa selalu 【H】【o】【k】【i】【7】【7】【7】
@sheditingofficial1437,Yaa elahhh baaruu tauu sayaa kalauu 【H】【o】【k】【i】【7】【7】【7】 terbaik
@jayyadav7326,Paling joss emng boskuu 【H】【o】【k】【i】【7】【7】【7】 cobainn
@Rakesh_prajapat_999,Tunggu apa lagi kemaren gua juga udah cobain 【H】【o】【k】【i】【7】【7】【7】 manteb banget
@arifansari-kl1sb,Memang terbaik ini 【H】【o】【k】【i】【7】【7】【7】 gak bohong gue mantab bang
@balakrishnan-ku9ms,"gak kerasa bentar lagi hari raya , jadi jangan lupa juga untuk coba 【H】【o】【k】【i】【7】【7】【7】"
@ashokrendale72,umpang 20K bisa dapet besar kalau di 【H】【o】【k】【i】【7】【7】【7】 bosku
@yanz3815,kink reyes anjir 🔥🔥🔥
@Muhammadzhakul,Gua malah nunggu mbak mbak nya ketawa 😂
@BertusTaku-c7p,Efren Reyes menurut saya mainnya biasa aja. Kadang bagus kadang kagak. Terkenal krna bola sulit bisa dia buat masuk. Tapi inget semua itu faktor kebetulan juga ada.😊
@saismovid,itu mbak2 yg mana weee ketawanyaa🗿
@birgycrush4617,Ngakak😂
@HasianNaulia18,17:40 anjay
@basardosardo9480,Collab sama Alex pagulayan bg😂😂😂😂
@AndriRahman-u8p,"Banyak Gaya, kagak Lucu .."
@GustiMJusuf,Ngakang banget 🤣
@SukrifaisalAhkam,🔥𝐑 𝐀 𝐃 𝐀 𝐑 𝟏𝟑𝟖🔥MENYALA BOSKUUU
@BarbaraAnareta-j4b,"Berkat  *GUNUNGWIN* saya berubah, dari tukang kayu jadi pemilik toko furniture."
@BerniceAnareta-s4e,"IKAN HIU MAKAN KETUPAT,MAEN DI  *GUNUNGWIN* JAMIN ANTI RUNGKATT"
@mady4552,❤
@AliceAnareta-f3v,"25k jadi 2jt, bukan sulap bukan sihir Cuma modal nekat + jam hooky doang *GUNUNGWIN* doang situs nya"
@AdeleAnareta,"Berkat  *GUNUNGWIN* saya berubah, dari tukang kayu jadi pemilik toko furniture."
@ZulfaMaria-e7q,"Gokil ! nyepin ga sampe 15 menit x500 pecah wkwk, gue td main di 5𝐔𝐍𝐒𝐔𝐑 gais, game olympuss"
@havanabeatproject9675,Habis ini ajak main basket bg 😅
@adun5071,😂
@dikaaristya7605,Gileee bisa main sama lagend
@AlegriaAnareta,*GUNUNGWIN* emang situs real main 5 menit langsung wd 5 jt
@AhmedAnareta,*GUNUNGWIN* emang situs real main 5 menit langsung wd 5 jt
@panjiakbar8099,Suara nya mirip alm bob sadino 😮
@AdeleAnareta,*GUNUNGWIN* emang situs real main 5 menit langsung wd 5 jt
@AliceAnareta-f3v,temenku baru narik 27jt di *GUNUNGWIN* anjir .. gila emank jad iri
@AnnaAnareta-g8g,kukira boongan ternyata beneran modal 20k saja sudah bisa wd jutaan hanya di *GUNUNGWIN* !! menyala bosku!! matur nuhun !
@AndersonAnareta-k3u,"Sungguh luar biasa dan bikin nagih! *GUNUNGWIN*-membuat ketagihan yang tak terkonversi, sangat sulit untuk berhenti bermain!"
@AmandaAnareta-w3w,temenku baru narik 27jt di *GUNUNGWIN* anjir .. gila emank jad iri
@arifbudiartonganjuk5656,"Saya punya lawan untuk @pebasket sombong 
Saya rekom lawan @deny caknan"
@AllshouseAnareta,temenku baru narik 27jt di *GUNUNGWIN* anjir .. gila emank jad iri
@AngelineAnareta,kukira boongan ternyata beneran modal 20k saja sudah bisa wd jutaan hanya di *GUNUNGWIN* !! menyala bosku!! matur nuhun !
@AndersonAnareta-c2n,"Gokil parah, di *GUNUNGWIN* ada bonus *dEpOsit* yang bisa di-claim sampai kiamat."
@AliceAnareta-f3v,temenku baru narik 27jt di *GUNUNGWIN* anjir .. gila emank jad iri
@membervip9950,"𝐏𝐚𝐬𝐭𝐢 𝐌𝐚𝐧𝐭𝐚𝐛, 𝐁𝐨𝐧𝐮𝐬 𝟏𝟎𝟎%
𝘒𝘦𝘵𝘪𝘬 𝘋𝘪 𝘎𝘰𝘰𝘨𝘭𝘦 𝗔𝗬𝗔𝗠𝗪𝗜𝗡 🐑🐑🎀"
@sendokgarpu-c6t,"AYAMWIN tempatnya jackpot, buruan daftar!"
@AngelicaDoomz,"𝐏𝐚𝐬𝐭𝐢 𝐌𝐚𝐧𝐭𝐚𝐛, 𝐁𝐨𝐧𝐮𝐬 𝟏𝟎𝟎%
𝘒𝘦𝘵𝘪𝘬 𝘋𝘪 𝘎𝘰𝘰𝘨𝘭𝘦 𝗔𝗬𝗔𝗠𝗪𝗜𝗡 🐑🐑🎀"
@AnnaAnareta-s1o,kukira boongan ternyata beneran modal 20k saja sudah bisa wd jutaan hanya di *GUNUNGWIN* !! menyala bosku!! matur nuhun !
@AlbrittonAnareta-g6n,*GUNUNGWIN* emang situs real main 5 menit langsung wd 5 jt
@AndrewsAnareta-l7v,"Gokil parah, di *GUNUNGWIN* ada bonus *dEpOsit* yang bisa di-claim sampai kiamat."
@AnnAnareta-r9h,kukira boongan ternyata beneran modal 20k saja sudah bisa wd jutaan hanya di *GUNUNGWIN* !! menyala bosku!! matur nuhun !
@AndreaAnareta-v1i,"Gokil parah, di *GUNUNGWIN* ada bonus *dEpOsit* yang bisa di-claim sampai kiamat."
@AnitaAnareta-d1q,kukira boongan ternyata beneran modal 20k saja sudah bisa wd jutaan hanya di *GUNUNGWIN* !! menyala bosku!! matur nuhun !
@AliceAnareta-i9u,*GUNUNGWIN* emang situs real main 5 menit langsung wd 5 jt
@AmandaAnareta-w3w,temenku baru narik 27jt di *GUNUNGWIN* anjir .. gila emank jad iri
@AndersonAnareta-k3u,"Sungguh luar biasa dan bikin nagih! *GUNUNGWIN*-membuat ketagihan yang tak terkonversi, sangat sulit untuk berhenti bermain!"
@AngelaAnareta-u8l,"Gokil parah, di *GUNUNGWIN* ada bonus *dEpOsit* yang bisa di-claim sampai kiamat."
@AdamsAnareta-b9d,Beneran aku coba main disitus lain kayak sedot wd main di *GUNUNGWIN* langsung wd alhamdulliah
@AnnaAnareta-g8g,kukira boongan ternyata beneran modal 20k saja sudah bisa wd jutaan hanya di *GUNUNGWIN* !! menyala bosku!! matur nuhun !
@AndrewsAnareta-l7v,"Gokil parah, di *GUNUNGWIN* ada bonus *dEpOsit* yang bisa di-claim sampai kiamat."
@AndreaAnareta-v1i,"Gokil parah, di *GUNUNGWIN* ada bonus *dEpOsit* yang bisa di-claim sampai kiamat."
@madeindraputeraaryana3948,editingnya kren bg
@AngelaAnareta-u8l,"Gokil parah, di *GUNUNGWIN* ada bonus *dEpOsit* yang bisa di-claim sampai kiamat."
@C01FishOn,"Bang, nemu aja yg gw suka, lu🎉🎉🎉"
@hanifffardanii608,"Epic banget anjir , kocak banget 😅 sombong di imbangi skill"
@petapa_genit31,mestinya tantangin tanding taruhan rumah ama semua aset ente Bang..  kalo maen biasa mah kaga ada gregetnya..
@BangRama-z2i,editor lu anak valorant kah bang??😅 banyak banget sound effect valo njirr
@mon-ih7dt,Ngakak banget sumpah😂
@AllshouseAnareta,temenku baru narik 27jt di *GUNUNGWIN* anjir .. gila emank jad iri
@AhmedAnareta,*GUNUNGWIN* emang situs real main 5 menit langsung wd 5 jt
@AnitaAnareta-l9w,kukira boongan ternyata beneran modal 20k saja sudah bisa wd jutaan hanya di *GUNUNGWIN* !! menyala bosku!! matur nuhun !
@Sartini-tv8ys,𝙉𝙟𝙞𝙧 𝙨𝙚 𝙝𝙖𝙥𝙥𝙮 𝙞𝙣𝙞 𝙞𝙙𝙤𝙡𝙖 𝙬 𝙨𝙖𝙢𝙖 𝙗𝙖𝙣𝙜 𝙙𝙚𝙣𝙨𝙪
@fajrisatriadi9224,Jujur kk densu ini pertandingan yang seru ada celesn nya👍 20:19
@alvianadit4353,"Akhirnya bisa senyum lagi setelah nonton video ini, makasih bang densu🙌"
@arsyillashajea,Efren Reyes lebih enjoy main disini kayanya dari pada sama armuh 😂😂w😂
@MohammadRamdan-m9p,Legenda
@zamzam8727,Tontonan berkelas🎉
@dwikihermawan2396,"itu efren reyes apa mongol yang dilawannya, kocak anjay😂😂"
@yusrimanik7116,Efan Reyes good player
@ramdhany1170,Kocakk bet pngen ksini lgi😂🤣
@V2M.c,baru liat Efren bata di ketawain  wkwkw
@aryasatya12345,Legenda emg suka lawak 😂
@MuhamadRoby-r5q,annana pateye...
@StifenMarkus-p2o,Efren bata rayes mau di lwn😂
@uye-uye-19x,22:17 gokil
@jokosusan5952,Keren abng qu menghibur banget 😊😊😊😊
@Rendi1905-h8o,😂 hoki doang 😂😂
@cerita_podcastt,Hoki sih bisa dapet jersi + tanda tangan legend bilyard 😱🤩🤩🤩
@eddie-qs2yt,Jago kakek ini. Sering lihat videonya
@Kereaktipchannel17,"Bajingannnnnnnnnnnnnn apikkkkkkkkkkkkkkk ikiiii
Dianjukkkkk 
Emang 
Densuuuuu asyuuu tenannnn🎉🎉🎉🎉"
@bby_lee123,"Gak nyesel main di 5UNSUR2 . asli profit nya gila banget , cocok untuk solusi cepat cari modal^^"
@ahmadsaifulofficial8375,Saya sudah foto dengan Efren di agora mall
@eggiguntara6613,Editornya mahal banget wkwkwkwkw
@yudi_yeka,"kalo dalam bahasa jawa timur densu ini nggatheli, artinya jago banget"
@haerulhadi2547,Bisa bisanya ngonten sama legend bjir 😂
@YudiSunarno,"😂😂😂anjay....ini udah terlalu sombong,legenda dunia billiard di kata katain...   Bang dia master billiard dunia bang"
@BroinBron,Kayaknya sudah terlalu tua kemampuannya berkurang jauh
@abhujithakor2059,Paling joss emng boskuu 【H】【o】【k】【i】【7】【7】【7】 cobainn
@ATULPurame-s5u,"ikann hiu ikan sapu sapu , 【H】【o】【k】【i】【7】【7】【7】 terjamin jitu !!"
@bungotonsingha9782,Tunggu apa lagi kemaren gua juga udah cobain 𝒉𝒐𝒌𝒊777 manteb banget
@mudasirwani7186,sombong bangett untung mancingnya di 𝒉𝒐𝒌𝒊777
@rajendrabehera9396,lokasinya bisa langsung di cari di google ada di 𝒉𝒐𝒌𝒊777
@saiharshith6473,"ikann hiu ikan sapu sapu , 𝒉𝒐𝒌𝒊777 terjamin jitu !!"
@ffgaming-lt9mv,Tunggu apa lagi kemaren gua juga udah cobain 𝒉𝒐𝒌𝒊777 manteb banget
@EskalinEskalin-lt8in,"ikan sapu sapu makan kail, 𝒉𝒐𝒌𝒊777 gapernah salah !!"
@KalikaYadav-cq1cm,umpang 20K bisa dapet besar kalau di 𝒉𝒐𝒌𝒊777 bosku
@ArchitMehra-hc9zf,gak pernah nyesel 【H】【o】【k】【i】【7】【7】【7】 langsung jadi banyakk boskuuu
@anitad4192,"gak kerasa bentar lagi hari raya , jadi jangan lupa juga untuk coba 【H】【o】【k】【i】【7】【7】【7】"
@ghg1946,Gak nyangka banget 𝒉𝒐𝒌𝒊777 bisa dapet gede banget
@mixcricket567,Tunggu apa lagi kemaren gua juga udah cobain 𝒉𝒐𝒌𝒊777 manteb banget
@pravatipalma7497,Semangat terus mang ngontennyaa jangan lupa selalu 𝒉𝒐𝒌𝒊777
@jhunusahoo2375,umpang 20K bisa dapet besar kalau di 【H】【o】【k】【i】【7】【7】【7】 bosku
@Chrome_illustrator,Kelihatan mah kalau Efren Reyes mah ga serius main
@GuddurajGudduraj-ue9zq,Ikan ikan apa yang kalau terbang gabisa makan ? Ikan 【H】【o】【k】【i】【7】【7】【7】 lah cari aja di google
@IwanKelam,The best konten.... 😊
@tomitrombone4384,asyu og denny😂
@ziyanedits_,Terlalu banyak buang buang waktu jadii langsung saja gass 【H】【o】【k】【i】【7】【7】【7】
@kalyaniani4605,lebih gedean lagi kalau cobain di 𝒉𝒐𝒌𝒊777 mang bisa dapet besar !!
@Jisan0078,Tunggu apa lagi kemaren gua juga udah cobain 【H】【o】【k】【i】【7】【7】【7】 manteb banget
@RajUttam999,Gak nyangka banget 【H】【o】【k】【i】【7】【7】【7】 bisa dapet gede banget
@tadhaharmit_07,mancing mnatab hanya di 【H】【o】【k】【i】【7】【7】【7】 bosku
@TS_GAMING_99,Langsung aja gas di 【H】【o】【k】【i】【7】【7】【7】 open rekrutmen affiliate guys !!
@Naveengaming00095,ikan patin ikan sapu sapu 【H】【o】【k】【i】【7】【7】【7】 dijamin paling jitu
@Themagicperson123,Izinn kakkk mau tanya 【H】【o】【k】【i】【7】【7】【7】 itu apaa yaa ?
@SanduDhudhe,sombong bangett untung mancingnya di 【H】【o】【k】【i】【7】【7】【7】
@TITANIUMLEGENDSHORT,Memang terbaik ini 【H】【o】【k】【i】【7】【7】【7】 gak bohong gue mantab bang
@RjGamerz6589Op,Yaa elahhh baaruu tauu sayaa kalauu 【H】【o】【k】【i】【7】【7】【7】 terbaik
@aloksgamingworld,Semangat terus mang ngontennyaa jangan lupa selalu 【H】【o】【k】【i】【7】【7】【7】
@Ankitkumar-is4ru,"gak kerasa bentar lagi hari raya , jadi jangan lupa juga untuk coba 𝒉𝒐𝒌𝒊777"
@mayuriparab12,gak pernah nyesel 𝒉𝒐𝒌𝒊777 langsung jadi banyakk boskuuu
@anshusharma1234-y2w,gamau pindah ke tempat lain cuma 【H】【o】【k】【i】【7】【7】【7】 yang terjamin jitu
@nightlyrc8896,Cheat activated 😂😂😂😂
@minatosuki5983,Sehat selalu pak reyes
@EmanEman-h6z,Editor gaji berpa bang densu
@pgrfbxgbmnt,"Gaib gaib,gatel! 😂"
@BismillahAlhamdulillah-t7v,Gila editornya super keren
@keepml485,15:15   ekspresinyaa😂
@chandra4583,"Lu Habis make yah bang..sok.asik bet sama aki"""
@Adityaesa18,Fun bgt
@awan4750,Duh kenapa dibongkar😭
@mrmap6992,Legend yg ga sombong
@ayahprozol,Saluuuut
@yulian8140,Keren Efren Reyes rendah hati
@muhammadirfankaruniawan623,Edisi Biliard sombong ter keren inimah
@adysucipto3015,Suara anak alay kok byk x😁
@imamyordan4059,Opung reyes ini sangat down to earth sekali… respect pung 🫡
@SoekarnoPutra-t9i2k,"Wadduh! Idola saya itu.. opa Efran ""Bata"" reyes! Sayang sekali saya gak di terima disitu jadi Managernya! 😢"
@BolakBalik-g2m,habis d sana d ajak curhat
@user-jb2og9jo4p,ngakak😅😅😅koclokk koclokk
@Savitri-c5l,gak cuman omongan doang di situs 𝐙𝐎𝐎𝐌𝟓𝟓𝟓 sudah banyak memberikan bukti kalo main di situs ini selalu bikin aku happy
@okhyatriawand2427,ronaldinho nya billiards ini😅😅
@SeptiiiDaniii,Wih keren
@BondoNekat11,Editor gilakk 💯
@Wereng-coklat,Effren bata Reyes Legend terbaik sepanjang masa 🔥
@AditamaPutra-p5v,"Emang gilak bang densu ini😂😂😂😂,"
@bangbon2380,"Aslinya emang densu bisa main bilyard, dari cara dia mukul dan kuda2 nya"
@regisaputra9658,The only one
@Sukasukaaing98,"Tu si cewek berisik banget suaranya, cempreng gitu 😂😂"
@IrmaYulianti-f6i,"Pemain idolaku,, abah reyes ❤❤"
@jihadkh8474,EFRAN BATA REYES ❤❤❤
@ALVitoMeduro,Ngakak XD
@H-ritz,12:26 kocak ini woyy 🤣🤣
@OxzZi-p2u,Senggol dong boss 😂
@mantojumanto2693,Deni sumargo menghibur sekali yah
@daninino6156,The legend...🎉
@ragnarlothbrok-s9r,Whuuuuuttt lord reyes
@bokirmandara,Berapa duit bang datengin mang gaotnya biliard? 😭
@mpusss_meong,PECAH TERUS.... 🔥
@jennysanji,Editingnya kelasss cuiiiiy
@jennysanji,Editingnya jelass cui
@jaruthermawan-ud4xz,Kalau Abang densu pasti rame👍👍👍
@novijunaidi4163,"Efren Reyes,,, legendary billiards player of all time,,, I love you...❤"
@xhaka-oh1kn,Asli humble banget legend 1 ini berasa maen sama abah abah 1 Rt 🤣
@FajjarPinangAutto,"Gila bener, Editannya mantab.
Bisa lompat² gtu ya Bolanya 😅😅😅"
@sambadax,LOVE U ABAH
@danangcaturs128,"Super keren. Kreatif, entertain, dan menginspirasi"
@JoniSaputra-h7v,Waktu kecil gw liat ni orang.. Maen Basketnya  nye gacor bgt.. Skrg malh jd kocak.. Idola gw di Basket! 😊
@Delive_idn,Guru bilyar saya d online ..akhirnya 🎉🎉🎉
@wellypanata374,Udah jago om densu
@teukumuhammadali9369,"Asli enjoy banget nontonnya, Densu keren"
@candracandra5020,Menghibur bgt
@armimiyamy3686,"Multi talent lu Den 😂 basket jago, billiard jago, endorsmen apalagi, jd tukang somay, tukang kurir, tukang kebon, jago semua, kocak iya, gua curiga jgn2 tukang antar galon di rumah gua juga itu elu Den 😂"
